42.36|71.05|ISS|Oleg Kononenko
42.36|71.05|ISS|Nikolai Chub
42.36|71.05|ISS|Tracy Caldwell Dyson
42.36|71.05|ISS|Matthew Dominick
42.36|71.05|ISS|Michael Barratt
42.36|71.05|ISS|Jeanette Epps
42.36|71.05|ISS|Alexander Grebenkin
42.36|71.05|ISS|Butch Wilmore
42.36|71.05|ISS|Sunita Williams
42.36|71.05|Tiangong|Li Guangsu
42.36|71.05|Tiangong|Li Cong
42.36|71.05|Tiangong|Ye Guangfu
